NTP server number,NTP server IP/URL,Attempts,NTP status,Local time,Offset,Time tuple,Synchronization status
1,ntp1.inm.gov.co,1,True,2024-12-19 10:03:51.773422,0.0010485649108886719,"(2024, 12, 4, 19, 15, 3, 51, 774)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:04:01.793061,0.0021300315856933594,"(2024, 12, 4, 19, 15, 4, 1, 795)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:04:11.825640,0.0010914802551269531,"(2024, 12, 4, 19, 15, 4, 11, 826)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:04:21.841340,0.0017900466918945312,"(2024, 12, 4, 19, 15, 4, 21, 843)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:04:31.881436,0.0005819797515869141,"(2024, 12, 4, 19, 15, 4, 31, 882)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:04:41.896238,0.0011568069458007812,"(2024, 12, 4, 19, 15, 4, 41, 897)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:04:51.938761,0.0014951229095458984,"(2024, 12, 4, 19, 15, 4, 51, 940)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:05:01.954055,0.0011708736419677734,"(2024, 12, 4, 19, 15, 5, 1, 955)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:05:11.975159,0.0014770030975341797,"(2024, 12, 4, 19, 15, 5, 11, 976)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:05:21.990627,0.0021677017211914062,"(2024, 12, 4, 19, 15, 5, 21, 992)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:05:32.028902,0.0015163421630859375,"(2024, 12, 4, 19, 15, 5, 32, 30)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:05:42.048361,0.0013089179992675781,"(2024, 12, 4, 19, 15, 5, 42, 49)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:05:52.078214,0.0013108253479003906,"(2024, 12, 4, 19, 15, 5, 52, 79)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:06:02.093674,0.0014476776123046875,"(2024, 12, 4, 19, 15, 6, 2, 95)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:06:12.109730,0.0008251667022705078,"(2024, 12, 4, 19, 15, 6, 12, 110)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:06:22.127907,0.0020399093627929688,"(2024, 12, 4, 19, 15, 6, 22, 129)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:06:32.168196,0.002217531204223633,"(2024, 12, 4, 19, 15, 6, 32, 170)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:06:42.189037,0.001432657241821289,"(2024, 12, 4, 19, 15, 6, 42, 190)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:06:52.221597,0.0013532638549804688,"(2024, 12, 4, 19, 15, 6, 52, 222)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:07:02.243453,0.002768993377685547,"(2024, 12, 4, 19, 15, 7, 2, 246)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:07:12.282952,0.0015671253204345703,"(2024, 12, 4, 19, 15, 7, 12, 284)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:07:22.305867,0.0018393993377685547,"(2024, 12, 4, 19, 15, 7, 22, 307)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:07:32.339694,0.0020248889923095703,"(2024, 12, 4, 19, 15, 7, 32, 341)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:07:42.357965,0.0024864673614501953,"(2024, 12, 4, 19, 15, 7, 42, 360)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:07:52.379301,0.0015270709991455078,"(2024, 12, 4, 19, 15, 7, 52, 380)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:08:02.398237,0.0017845630645751953,"(2024, 12, 4, 19, 15, 8, 2, 400)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:08:12.433992,0.0016779899597167969,"(2024, 12, 4, 19, 15, 8, 12, 435)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:08:22.454618,0.001455545425415039,"(2024, 12, 4, 19, 15, 8, 22, 456)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:08:32.488538,0.0016570091247558594,"(2024, 12, 4, 19, 15, 8, 32, 490)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:08:42.503603,0.0011620521545410156,"(2024, 12, 4, 19, 15, 8, 42, 504)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:08:52.522071,0.0027306079864501953,"(2024, 12, 4, 19, 15, 8, 52, 524)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:09:02.546965,0.0019199848175048828,"(2024, 12, 4, 19, 15, 9, 2, 548)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:09:12.573421,0.0022516250610351562,"(2024, 12, 4, 19, 15, 9, 12, 575)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:09:22.589595,0.002275705337524414,"(2024, 12, 4, 19, 15, 9, 22, 591)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:09:32.623994,0.0013167858123779297,"(2024, 12, 4, 19, 15, 9, 32, 625)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:09:42.636610,0.0017819404602050781,"(2024, 12, 4, 19, 15, 9, 42, 638)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:09:52.670198,0.0012440681457519531,"(2024, 12, 4, 19, 15, 9, 52, 671)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:10:02.684134,0.0019314289093017578,"(2024, 12, 4, 19, 15, 10, 2, 686)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:10:12.719106,0.0005738735198974609,"(2024, 12, 4, 19, 15, 10, 12, 719)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:10:22.734103,0.0018627643585205078,"(2024, 12, 4, 19, 15, 10, 22, 735)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:10:32.756848,0.0020294189453125,"(2024, 12, 4, 19, 15, 10, 32, 758)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:10:42.795103,0.0014624595642089844,"(2024, 12, 4, 19, 15, 10, 42, 796)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:10:52.810097,0.0014183521270751953,"(2024, 12, 4, 19, 15, 10, 52, 811)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:11:02.846667,0.0010652542114257812,"(2024, 12, 4, 19, 15, 11, 2, 847)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:11:12.865781,0.0020864009857177734,"(2024, 12, 4, 19, 15, 11, 12, 867)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:11:22.886750,0.0020694732666015625,"(2024, 12, 4, 19, 15, 11, 22, 888)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:11:32.904143,0.0019860267639160156,"(2024, 12, 4, 19, 15, 11, 32, 906)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:11:42.938875,0.001239776611328125,"(2024, 12, 4, 19, 15, 11, 42, 940)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:11:52.957284,0.0004951953887939453,"(2024, 12, 4, 19, 15, 11, 52, 957)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:12:02.978024,0.002343416213989258,"(2024, 12, 4, 19, 15, 12, 2, 980)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:12:12.993486,0.0019249916076660156,"(2024, 12, 4, 19, 15, 12, 12, 995)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:12:23.023301,0.0010247230529785156,"(2024, 12, 4, 19, 15, 12, 23, 24)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:12:33.043190,0.0008053779602050781,"(2024, 12, 4, 19, 15, 12, 33, 43)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:12:43.148347,0.03613901138305664,"(2024, 12, 4, 19, 15, 12, 43, 184)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:12:53.204053,-0.03279900550842285,"(2024, 12, 4, 19, 15, 12, 53, 171)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:13:03.206524,0.0011222362518310547,"(2024, 12, 4, 19, 15, 13, 3, 207)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:13:13.220861,0.0010783672332763672,"(2024, 12, 4, 19, 15, 13, 13, 221)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:13:23.238213,0.002073526382446289,"(2024, 12, 4, 19, 15, 13, 23, 240)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:13:33.256493,0.002169370651245117,"(2024, 12, 4, 19, 15, 13, 33, 258)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:13:43.301281,0.0011630058288574219,"(2024, 12, 4, 19, 15, 13, 43, 302)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:13:53.319881,0.0018017292022705078,"(2024, 12, 4, 19, 15, 13, 53, 321)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:14:03.357901,0.0011811256408691406,"(2024, 12, 4, 19, 15, 14, 3, 359)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:14:13.379590,0.0017428398132324219,"(2024, 12, 4, 19, 15, 14, 13, 381)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:14:23.396540,0.0010411739349365234,"(2024, 12, 4, 19, 15, 14, 23, 397)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:14:33.419223,0.0017085075378417969,"(2024, 12, 4, 19, 15, 14, 33, 420)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:14:43.460709,0.0019042491912841797,"(2024, 12, 4, 19, 15, 14, 43, 462)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:14:53.487613,0.0014202594757080078,"(2024, 12, 4, 19, 15, 14, 53, 489)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:15:03.514441,0.0006799697875976562,"(2024, 12, 4, 19, 15, 15, 3, 515)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:15:13.534437,0.0008456707000732422,"(2024, 12, 4, 19, 15, 15, 13, 535)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:15:23.546334,0.0016829967498779297,"(2024, 12, 4, 19, 15, 15, 23, 548)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:15:33.567909,0.0019266605377197266,"(2024, 12, 4, 19, 15, 15, 33, 569)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:15:43.614650,0.0016548633575439453,"(2024, 12, 4, 19, 15, 15, 43, 616)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:15:53.635507,0.0013840198516845703,"(2024, 12, 4, 19, 15, 15, 53, 636)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:16:03.668733,0.0018427371978759766,"(2024, 12, 4, 19, 15, 16, 3, 670)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:16:13.695272,0.0018112659454345703,"(2024, 12, 4, 19, 15, 16, 13, 697)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:16:23.741363,0.006738185882568359,"(2024, 12, 4, 19, 15, 16, 23, 748)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:16:33.772104,-0.0046575069427490234,"(2024, 12, 4, 19, 15, 16, 33, 767)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:16:43.805404,0.0016694068908691406,"(2024, 12, 4, 19, 15, 16, 43, 807)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:16:53.819552,0.0007634162902832031,"(2024, 12, 4, 19, 15, 16, 53, 820)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:17:03.857008,0.0009748935699462891,"(2024, 12, 4, 19, 15, 17, 3, 857)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:17:13.873397,0.002377033233642578,"(2024, 12, 4, 19, 15, 17, 13, 875)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:17:23.897678,0.001184225082397461,"(2024, 12, 4, 19, 15, 17, 23, 898)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:17:33.922301,0.002471446990966797,"(2024, 12, 4, 19, 15, 17, 33, 924)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:17:43.955818,0.0020978450775146484,"(2024, 12, 4, 19, 15, 17, 43, 957)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:17:53.970010,0.0017058849334716797,"(2024, 12, 4, 19, 15, 17, 53, 971)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:18:04.009224,0.0016171932220458984,"(2024, 12, 4, 19, 15, 18, 4, 10)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:18:14.034493,0.0022842884063720703,"(2024, 12, 4, 19, 15, 18, 14, 36)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:18:24.068622,0.0012249946594238281,"(2024, 12, 4, 19, 15, 18, 24, 69)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:18:34.093698,0.002527952194213867,"(2024, 12, 4, 19, 15, 18, 34, 96)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:18:44.126093,0.00032210350036621094,"(2024, 12, 4, 19, 15, 18, 44, 126)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:18:54.136398,0.002041339874267578,"(2024, 12, 4, 19, 15, 18, 54, 138)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:19:04.176076,0.001775503158569336,"(2024, 12, 4, 19, 15, 19, 4, 177)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:19:14.187393,0.001332998275756836,"(2024, 12, 4, 19, 15, 19, 14, 188)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:19:24.201216,0.0012934207916259766,"(2024, 12, 4, 19, 15, 19, 24, 202)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:19:34.227744,0.0016012191772460938,"(2024, 12, 4, 19, 15, 19, 34, 229)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:19:44.268529,0.0012786388397216797,"(2024, 12, 4, 19, 15, 19, 44, 269)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:19:54.287483,0.0013899803161621094,"(2024, 12, 4, 19, 15, 19, 54, 288)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:20:04.325912,0.0027861595153808594,"(2024, 12, 4, 19, 15, 20, 4, 328)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:20:14.349707,0.0023927688598632812,"(2024, 12, 4, 19, 15, 20, 14, 352)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:20:24.386754,0.0006742477416992188,"(2024, 12, 4, 19, 15, 20, 24, 387)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:20:34.401596,0.0022068023681640625,"(2024, 12, 4, 19, 15, 20, 34, 403)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:20:44.434358,0.0018966197967529297,"(2024, 12, 4, 19, 15, 20, 44, 436)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:20:54.445569,0.0007379055023193359,"(2024, 12, 4, 19, 15, 20, 54, 446)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:21:04.477737,0.001665353775024414,"(2024, 12, 4, 19, 15, 21, 4, 479)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:21:14.497126,0.001554727554321289,"(2024, 12, 4, 19, 15, 21, 14, 498)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:21:24.537690,0.0015740394592285156,"(2024, 12, 4, 19, 15, 21, 24, 539)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:21:34.557073,0.0010929107666015625,"(2024, 12, 4, 19, 15, 21, 34, 558)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:21:44.590303,0.0007729530334472656,"(2024, 12, 4, 19, 15, 21, 44, 591)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:21:54.612598,0.0010962486267089844,"(2024, 12, 4, 19, 15, 21, 54, 613)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:22:04.652598,0.001149892807006836,"(2024, 12, 4, 19, 15, 22, 4, 653)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:22:14.672465,0.0027697086334228516,"(2024, 12, 4, 19, 15, 22, 14, 675)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:22:24.719419,0.0007178783416748047,"(2024, 12, 4, 19, 15, 22, 24, 720)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:22:34.745693,0.0009202957153320312,"(2024, 12, 4, 19, 15, 22, 34, 746)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:22:44.780632,0.0019621849060058594,"(2024, 12, 4, 19, 15, 22, 44, 782)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:22:54.800110,0.0014235973358154297,"(2024, 12, 4, 19, 15, 22, 54, 801)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:23:04.832643,0.001453399658203125,"(2024, 12, 4, 19, 15, 23, 4, 834)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:23:14.852496,0.0018944740295410156,"(2024, 12, 4, 19, 15, 23, 14, 854)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:23:24.882654,0.0011682510375976562,"(2024, 12, 4, 19, 15, 23, 24, 883)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:23:34.900618,0.0009508132934570312,"(2024, 12, 4, 19, 15, 23, 34, 901)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:23:44.934432,0.002199411392211914,"(2024, 12, 4, 19, 15, 23, 44, 936)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:23:54.961270,0.0016241073608398438,"(2024, 12, 4, 19, 15, 23, 54, 962)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:24:04.996553,0.0016994476318359375,"(2024, 12, 4, 19, 15, 24, 4, 998)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:24:15.016924,0.0008006095886230469,"(2024, 12, 4, 19, 15, 24, 15, 17)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:24:25.031645,0.0013213157653808594,"(2024, 12, 4, 19, 15, 24, 25, 32)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:24:35.049178,0.002705097198486328,"(2024, 12, 4, 19, 15, 24, 35, 51)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:24:45.088012,0.0005364418029785156,"(2024, 12, 4, 19, 15, 24, 45, 88)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:24:55.099712,0.0010156631469726562,"(2024, 12, 4, 19, 15, 24, 55, 100)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:25:05.143104,0.0020003318786621094,"(2024, 12, 4, 19, 15, 25, 5, 145)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:25:15.161223,0.0012233257293701172,"(2024, 12, 4, 19, 15, 25, 15, 162)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:25:25.194369,0.001180887222290039,"(2024, 12, 4, 19, 15, 25, 25, 195)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:25:35.220681,0.0021216869354248047,"(2024, 12, 4, 19, 15, 25, 35, 222)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:25:45.258767,0.001622915267944336,"(2024, 12, 4, 19, 15, 25, 45, 260)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:25:55.274507,0.001669168472290039,"(2024, 12, 4, 19, 15, 25, 55, 276)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:26:05.319109,0.0002903938293457031,"(2024, 12, 4, 19, 15, 26, 5, 319)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:26:15.332408,0.002116680145263672,"(2024, 12, 4, 19, 15, 26, 15, 334)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:26:25.372863,0.0013079643249511719,"(2024, 12, 4, 19, 15, 26, 25, 374)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:26:35.399672,0.0009942054748535156,"(2024, 12, 4, 19, 15, 26, 35, 400)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:26:45.436487,0.002020597457885742,"(2024, 12, 4, 19, 15, 26, 45, 438)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:26:55.460043,0.0017082691192626953,"(2024, 12, 4, 19, 15, 26, 55, 461)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:27:05.506847,0.001650094985961914,"(2024, 12, 4, 19, 15, 27, 5, 508)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:27:15.531627,0.0009768009185791016,"(2024, 12, 4, 19, 15, 27, 15, 532)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:27:25.563166,0.0016224384307861328,"(2024, 12, 4, 19, 15, 27, 25, 564)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:27:35.577581,0.0020096302032470703,"(2024, 12, 4, 19, 15, 27, 35, 579)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:27:45.618474,0.0013515949249267578,"(2024, 12, 4, 19, 15, 27, 45, 619)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:27:55.633032,0.001725912094116211,"(2024, 12, 4, 19, 15, 27, 55, 634)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:28:05.665068,0.0015552043914794922,"(2024, 12, 4, 19, 15, 28, 5, 666)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:28:15.683343,0.0016291141510009766,"(2024, 12, 4, 19, 15, 28, 15, 684)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:28:25.705806,0.0019197463989257812,"(2024, 12, 4, 19, 15, 28, 25, 707)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:28:35.722564,0.0016057491302490234,"(2024, 12, 4, 19, 15, 28, 35, 724)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:28:45.764166,0.0016040802001953125,"(2024, 12, 4, 19, 15, 28, 45, 765)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:28:55.784562,0.0014526844024658203,"(2024, 12, 4, 19, 15, 28, 55, 786)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:29:05.819681,0.0015728473663330078,"(2024, 12, 4, 19, 15, 29, 5, 821)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:29:15.834739,0.0014221668243408203,"(2024, 12, 4, 19, 15, 29, 15, 836)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:29:25.855792,0.00046133995056152344,"(2024, 12, 4, 19, 15, 29, 25, 856)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:29:35.872184,0.0018138885498046875,"(2024, 12, 4, 19, 15, 29, 35, 873)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:29:45.901866,0.002593994140625,"(2024, 12, 4, 19, 15, 29, 45, 904)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:29:55.922924,0.0013325214385986328,"(2024, 12, 4, 19, 15, 29, 55, 924)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:30:05.959440,0.0012869834899902344,"(2024, 12, 4, 19, 15, 30, 5, 960)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:30:15.982258,0.0022172927856445312,"(2024, 12, 4, 19, 15, 30, 15, 984)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:30:26.022926,0.0008716583251953125,"(2024, 12, 4, 19, 15, 30, 26, 23)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:30:36.036730,0.0026214122772216797,"(2024, 12, 4, 19, 15, 30, 36, 39)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:30:46.072455,0.0009064674377441406,"(2024, 12, 4, 19, 15, 30, 46, 73)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:30:56.092476,0.00091552734375,"(2024, 12, 4, 19, 15, 30, 56, 93)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:31:06.122613,0.001001596450805664,"(2024, 12, 4, 19, 15, 31, 6, 123)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:31:16.136099,0.001447916030883789,"(2024, 12, 4, 19, 15, 31, 16, 137)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:31:26.152594,0.0015799999237060547,"(2024, 12, 4, 19, 15, 31, 26, 154)",OK
1,ntp1.inm.gov.co,1,True,2024-12-19 10:31:36.177037,0.0010840892791748047,"(2024, 12, 4, 19, 15, 31, 36, 178)",OK
